id_number,commonname,latitude,longitude
86085,orange hawkweed,46.00252,-92.61558
86086,orange hawkweed,46.00695,-92.61695
86087,orange hawkweed,45.98408,-92.61618
86088,orange hawkweed,45.99027,-92.61608
86089,orange hawkweed,45.9809,-92.61568
89009,yellow sweet-clover,47.01432,-94.54495
89012,white sweetclover,47.02516,-94.63356
89013,yellow sweet-clover,46.979,-94.52193
89014,yellow sweet-clover,47.00383,-94.53731
89016,white sweetclover,47.02939,-94.60665
89017,white sweetclover,47.01701,-94.66182
89018,Canada thistle,47.01582,-94.65497
89019,white sweetclover,47.02906,-94.56252
89020,white sweetclover,47.08542,-94.60334
89021,Canada thistle,47.02739,-94.6709
89022,white sweetclover,47.03406,-94.66422
89023,spotted knapweed,47.01517,-94.69308
89024,birdsfoot trefoil,47.05616,-94.63208
89026,spotted knapweed,47.04455,-94.64966
89027,wild parsnip,46.96483,-94.52626
89028,Canada thistle,47.01699,-94.68618
97055,leafy spurge,45.05383,-95.84953
97056,Canada thistle,46.80643,-96.32628
97057,leafy spurge,45.05538,-95.85575
97058,Canada thistle,46.80827,-96.32612
97059,leafy spurge,45.05583,-95.85533
97060,Canada thistle,46.80768,-96.32615
97061,glossy buckthorn,46.96807,-96.30892
97062,leafy spurge,46.80768,-96.32615
97063,leafy spurge,46.80723,-96.32618
97064,Canada thistle,46.80983,-96.32632
97065,leafy spurge,44.76912,-96.43208
97066,Canada thistle,46.80907,-96.32628
97067,leafy spurge,44.76928,-96.43105
97068,leafy spurge,46.81053,-96.32707
97069,leafy spurge,46.8121,-96.32483
97070,leafy spurge,46.81152,-96.3252
97071,Canada thistle,46.81205,-96.32512
97072,Canada thistle,46.81103,-96.3273
97073,Canada thistle,46.8119,-96.32647
97074,Canada thistle,46.80943,-96.32618
97075,leafy spurge,46.81088,-96.32485
97076,Canada thistle,46.9701,-96.30472
97077,bull thistle,46.97187,-96.30327
97078,Canada thistle,46.9703,-96.30545
97079,Canada thistle,46.97247,-96.30233
97080,Canada thistle,46.9712,-96.30542
97081,spiny plumeless thistle,46.97162,-96.30412
97082,Canada thistle,46.97188,-96.3044
97083,Canada thistle,46.97005,-96.3039
97084,spiny plumeless thistle,46.81043,-96.325
97085,leafy spurge,46.80932,-96.32502
97086,spiny plumeless thistle,46.80927,-96.32502
97087,Canada thistle,46.9705,-96.30067
97088,Canada thistle,46.97045,-96.30255
97089,Canada thistle,46.97255,-96.30163
97090,Canada thistle,46.97217,-96.30088
97091,Canada thistle,46.96817,-96.31095
97092,Canada thistle,46.96875,-96.3101
97093,purple crown-vetch,46.96893,-96.31087
97094,spiny plumeless thistle,46.96805,-96.3089
97095,Canada thistle,46.9691,-96.31102
97096,bull thistle,46.97003,-96.31118
97097,Canada thistle,46.9713,-96.3117
97098,Canada thistle,46.97192,-96.31255
97099,Canada thistle,46.97307,-96.3115
97100,spiny plumeless thistle,46.97228,-96.3114
97101,Canada thistle,46.97222,-96.30748
97102,Canada thistle,46.97372,-96.31303
97103,Canada thistle,46.97283,-96.31077
97104,Canada thistle,46.97103,-96.31033
97105,Canada thistle,46.97303,-96.31093
97106,Canada thistle,46.97318,-96.30828
97107,Canada thistle,46.97425,-96.30982
97108,leafy spurge,46.97162,-96.30908
97109,Canada thistle,46.97332,-96.31258
97110,Canada thistle,46.97228,-96.31227
97111,Canada thistle,46.97337,-96.30893
97112,Canada thistle,46.9753,-96.31148
97113,Canada thistle,46.97338,-96.30972
97114,Canada thistle,46.97538,-96.31282
97115,leafy spurge,46.80503,-96.32493
97116,Canada thistle,46.80523,-96.32632
97117,spiny plumeless thistle,46.80575,-96.328
97118,leafy spurge,46.97408,-96.31213
97119,leafy spurge,46.80558,-96.32805
97120,spiny plumeless thistle,46.8052,-96.32492
97121,Canada thistle,46.8056,-96.3269
97122,spiny plumeless thistle,46.80605,-96.3261
97123,spiny plumeless thistle,46.80563,-96.32615
97124,leafy spurge,46.80642,-96.32628
97125,leafy spurge,46.8056,-96.3269
97126,leafy spurge,46.97405,-96.31095
97127,Canada thistle,46.97538,-96.31345
97128,spiny plumeless thistle,46.97577,-96.31198
97129,Canada thistle,46.97697,-96.30835
97130,Siberian elm,45.05613,-95.85757
97131,Siberian elm,45.05502,-95.85577
97132,leafy spurge,45.05317,-95.84882
101417,spotted knapweed,45.97212,-92.61866
101939,orange hawkweed,47.95475,-90.63513
103996,Japanese knotweed,44.99907,-93.03713
105777,emerald ash borer,44.96394,-93.19257
107192,wild parsnip,44.83825,-93.37525
107193,wild parsnip,44.84027,-93.37433
107214,garlic mustard,45.14501,-93.42406
107215,garlic mustard,45.145,-93.42582
107216,garlic mustard,45.14512,-93.42368
111249,Canada thistle,47.89468,-89.95726
111251,common tansy,48.05354,-90.05503
111252,Canada thistle,48.05393,-90.0545
111253,common tansy,48.05395,-90.05453
113161,common tansy,47.57243,-92.81972
113162,Canada thistle,47.57244,-92.81973
113596,Canada thistle,47.59758,-92.34053
113602,Canada thistle,47.59864,-92.33622
113630,Canada thistle,47.60062,-92.32659
113658,Canada thistle,47.60327,-92.31864
113675,Canada thistle,47.60376,-92.31876
114075,common tansy,47.66383,-92.80017
114078,bull thistle,47.66455,-92.80023
114500,common tansy,47.77877,-92.6011
114802,Canada thistle,47.96614,-91.92784
116985,common tansy,47.40421,-92.03441
117002,common St. Johnswort,47.40428,-92.03452
121244,oxeye daisy,47.96876,-91.72109
121373,oxeye daisy,48.00074,-91.72843
121382,oxeye daisy,48.00417,-91.72974
121385,oxeye daisy,48.0066,-91.72679
121388,oxeye daisy,48.00684,-91.73092
121402,oxeye daisy,48.01024,-91.72125
121415,oxeye daisy,48.01359,-91.71539
121486,oxeye daisy,48.04638,-91.68223
121547,common St. Johnswort,48.0655,-91.21355
122656,bull thistle,47.95188,-91.5065
122657,common tansy,47.96925,-91.46156
122658,bull thistle,47.94283,-91.47733
122659,common tansy,47.9646,-91.51921
122660,common tansy,47.97267,-91.51845
122661,bigleaf lupine,47.97269,-91.51797
122840,Canada thistle,47.89882,-91.35085
122841,bull thistle,47.89986,-91.33884
122843,Canada thistle,47.90176,-91.29403
122844,Canada thistle,47.90813,-91.30336
122845,Canada thistle,47.90106,-91.31863
125878,glossy buckthorn,44.88599,-93.72306
125879,garlic mustard,44.88779,-93.72424
125880,garlic mustard,44.88936,-93.7234
125881,glossy buckthorn,44.8888,-93.72221
125882,glossy buckthorn,44.88631,-93.72017
125884,thymeleaf speedwell,44.89073,-93.72446
125885,glossy buckthorn,44.88583,-93.72434
125886,garlic mustard,44.88837,-93.72434
125887,glossy buckthorn,44.87011,-93.70163
125888,Russian peashrub,44.87242,-93.70372
125889,dames rocket,44.8727,-93.70391
127367,spotted knapweed,45.94952,-92.61651
127368,spotted knapweed,45.94853,-92.59323
132243,"common buckthorn, European buckthorn",45.88032,-92.73071
132244,"common buckthorn, European buckthorn",45.91885,-92.74776
132245,hoary alyssum,45.94808,-92.57835
132246,"common buckthorn, European buckthorn",45.91904,-92.74875
133815,hairy vetch,45.32863,-93.29245
133816,hairy vetch,45.32834,-93.29244
133817,hoary alyssum,45.32681,-93.29149
133818,hoary alyssum,45.41231,-93.28712
133819,hairy vetch,45.32802,-93.29191
133820,hoary alyssum,45.41187,-93.28664
133821,orange hawkweed,45.39965,-93.30936
133822,garlic mustard,45.32653,-93.29157
133823,cow vetch,45.32812,-93.29284
133824,common mullein,45.32871,-93.29275
133825,hoary alyssum,45.41267,-93.28908
133826,cow vetch,45.41265,-93.28807
133827,glossy buckthorn,44.22176,-93.60542
133828,leafy spurge,44.26342,-93.545
133829,Canada thistle,44.2634,-93.54513
133830,sowthistle,44.26287,-93.54519
133831,leafy spurge,44.26309,-93.54515
133832,sowthistle,44.26203,-93.5451
133833,leafy spurge,44.26181,-93.54478
133834,leafy spurge,44.22181,-93.60549
134071,common tansy,47.41073,-93.46668
134072,common tansy,47.40479,-93.46387
134073,common tansy,47.40887,-93.46693
134075,common tansy,47.4188,-93.47426
134078,common tansy,47.45569,-93.42406
134079,common tansy,47.45327,-93.4307
134080,common tansy,47.45401,-93.43448
134081,common tansy,47.45045,-93.44906
134082,Canada thistle,47.44604,-93.45164
134084,common tansy,47.44582,-93.45622
134085,common tansy,47.43922,-93.45878
134087,common tansy,47.4322,-93.45573
134088,common tansy,47.42884,-93.45551
134089,common tansy,47.42686,-93.4581
134090,common tansy,47.42351,-93.45673
134093,birdsfoot trefoil,47.50195,-93.39723
134094,common tansy,47.5022,-93.39693
134095,common tansy,47.50146,-93.38661
134096,common tansy,47.50101,-93.39473
134098,common tansy,47.50693,-93.37361
134099,common tansy,47.50878,-93.37187
134101,common tansy,47.5139,-93.36748
134102,common tansy,47.51521,-93.36562
134103,common tansy,47.51781,-93.34889
134104,birdsfoot trefoil,47.51797,-93.34897
134105,common tansy,47.51715,-93.35206
134106,birdsfoot trefoil,47.51701,-93.35966
134108,common tansy,47.51775,-93.36187
134109,birdsfoot trefoil,47.51622,-93.36467
134110,common tansy,47.51571,-93.36475
134112,common tansy,47.53709,-93.33059
134115,birdsfoot trefoil,47.52891,-93.32161
134116,common tansy,47.53013,-93.32231
134117,common tansy,47.65949,-93.18338
134118,common tansy,47.67,-93.18274
134119,birdsfoot trefoil,47.66572,-93.18324
134120,common tansy,47.66321,-93.18241
135862,leafy spurge,46.97893,-96.44748
136088,wild parsnip,45.35455,-95.36768
149382,wild parsnip,45.15845,-93.44962
149383,common tansy,48.97816,-96.00654
149384,corn chamomile,48.95064,-96.05089
149385,leafy spurge,48.95304,-96.06128
149386,spotted knapweed,48.46844,-94.33151
149387,wild parsnip,48.46652,-94.1891
149388,wild parsnip,48.46454,-94.17977
149389,spotted knapweed,48.47272,-94.38557
149390,common tansy,48.43546,-94.66248
149391,spotted knapweed,48.46796,-94.42944
149392,wild parsnip,48.4669,-94.29657
149393,wild parsnip,48.46915,-94.2919
149394,spotted knapweed,48.43781,-94.66329
149395,wild parsnip,45.05231,-93.7667
149396,Canada thistle,46.10073,-92.50924
149398,Canada thistle,46.08486,-92.50878
149399,Canada thistle,46.0954,-92.50851
149401,common tansy,46.09892,-92.5137
149404,common tansy,46.09899,-92.51384
149405,Canada thistle,46.08684,-92.42426
149406,common tansy,46.09884,-92.51285
149407,common tansy,46.09878,-92.51272
149408,Canada thistle,46.08791,-92.42181
149414,Canada thistle,46.04515,-92.36813
149415,leafy spurge,46.04083,-92.37263
149416,leafy spurge,46.03949,-92.37331
149417,leafy spurge,46.04027,-92.35813
149418,leafy spurge,46.03875,-92.37337
149419,leafy spurge,46.0335,-92.37543
149420,leafy spurge,46.03712,-92.37429
149421,leafy spurge,46.03898,-92.37328
149422,leafy spurge,46.05613,-92.36716
149423,leafy spurge,46.08658,-92.42498
149424,Canada thistle,46.08627,-92.42565
149425,Canada thistle,46.08657,-92.42501
149426,Canada thistle,46.08456,-92.4334
149427,Canada thistle,46.08449,-92.44637
149430,Canada thistle,46.08456,-92.4342
149431,common tansy,47.65522,-94.67767
149433,common tansy,47.65345,-94.67799
149437,common tansy,47.63625,-94.70354
149452,common tansy,47.62273,-94.72
149453,common tansy,47.62689,-94.7131
149454,common tansy,47.62272,-94.72013
149455,common tansy,47.6224,-94.72066
149456,common tansy,47.62218,-94.72101
149457,common tansy,47.62124,-94.7226
149458,common tansy,47.62094,-94.72304
149459,common tansy,47.61612,-94.73102
149460,common tansy,47.62003,-94.72457
149461,common tansy,47.61589,-94.7313
149462,common tansy,47.61559,-94.73193
149463,common tansy,47.61359,-94.73524
149464,common tansy,47.61312,-94.7364
149465,common tansy,47.61338,-94.73567
149468,common tansy,47.59955,-94.75496
149471,common tansy,47.60296,-94.74825
149473,common tansy,47.59375,-94.73096
149478,common tansy,47.58914,-94.71782
149480,common tansy,47.5872,-94.71902
149481,common tansy,47.58834,-94.71853
149483,common tansy,47.59332,-94.71612
149493,common tansy,47.58373,-94.67163
149494,common tansy,47.55206,-94.69146
149496,common tansy,47.55198,-94.6913
149497,common tansy,47.552,-94.6909
149498,common tansy,47.55204,-94.69107
149499,common tansy,47.55174,-94.68502
149500,common tansy,47.55163,-94.68213
149501,common tansy,47.55157,-94.67946
149502,common tansy,47.55155,-94.6799
149503,common tansy,47.55148,-94.67486
149504,common tansy,47.55163,-94.67466
149505,common tansy,47.55313,-94.6746
149506,common tansy,47.55771,-94.6735
149507,common tansy,47.5535,-94.67458
149508,common tansy,47.55458,-94.67458
149509,common tansy,47.55854,-94.67168
149510,common tansy,47.55502,-94.67455
149511,common tansy,47.55443,-94.67461
149512,common tansy,47.55802,-94.67326
149513,common tansy,47.55155,-94.67783
149514,common tansy,47.55153,-94.67693
149515,common tansy,47.55187,-94.68461
149516,common tansy,47.55175,-94.68378
149517,common tansy,47.55198,-94.68809
149518,common tansy,47.54352,-94.59869
149519,common tansy,47.54329,-94.59869
149520,common tansy,47.54308,-94.59872
149521,common tansy,47.55347,-94.59871
149522,common tansy,47.54377,-94.59872
149523,common tansy,47.55233,-94.59145
149524,common tansy,47.55375,-94.59573
149525,common tansy,47.55423,-94.60081
149526,common tansy,47.56099,-94.60126
149527,common tansy,47.56177,-94.60933
149528,common tansy,47.56096,-94.60897
149529,common tansy,47.56158,-94.60159
149530,common tansy,47.5619,-94.60173
149531,common tansy,47.56213,-94.60179
149532,common tansy,47.56257,-94.60199
149533,common tansy,47.56292,-94.60117
149535,common tansy,47.56104,-94.58836
149536,common tansy,47.70835,-94.24577
149537,Canada thistle,47.70924,-94.247
149538,Canada thistle,47.70835,-94.24577
149539,Canada thistle,47.71053,-94.24876
149540,wild parsnip,47.70858,-94.24601
149549,common tansy,47.71558,-94.25513
149550,Canada thistle,47.71671,-94.25645
149551,common tansy,47.71906,-94.25829
149552,Canada thistle,47.71895,-94.25872
149553,Canada thistle,47.71895,-94.25869
149554,common tansy,47.71915,-94.25788
149555,common tansy,47.71954,-94.25722
149556,Canada thistle,47.72176,-94.26203
149565,Canada thistle,47.72174,-94.26755
149566,common tansy,47.71843,-94.26762
149567,common tansy,47.70596,-94.26759
149568,common tansy,47.70867,-94.26766
149599,common tansy,47.71553,-94.2554
149601,common tansy,47.70395,-94.23978
149602,common tansy,47.7086,-94.24642
149603,Canada thistle,47.70535,-94.24183
149608,common tansy,47.6902,-94.21844
149610,Canada thistle,47.68906,-94.21688
149611,common tansy,47.68944,-94.21747
149612,common tansy,47.68869,-94.21637
149613,common tansy,47.68773,-94.21497
149614,common tansy,47.68597,-94.21248
149615,Canada thistle,47.68553,-94.21187
149616,common tansy,47.68402,-94.20972
149617,Canada thistle,47.68385,-94.20951
149618,Canada thistle,47.66567,-94.18412
149619,Canada thistle,47.66266,-94.18044
149621,common tansy,47.73717,-94.26163
149622,common tansy,47.7372,-94.25707
149623,Canada thistle,47.73717,-94.25652
149624,Canada thistle,47.73719,-94.25607
149625,common tansy,47.73717,-94.25579
149626,common tansy,47.73719,-94.25607
149627,common tansy,47.73719,-94.25501
149628,common tansy,47.73717,-94.25226
149629,common tansy,47.73721,-94.25423
149630,common tansy,47.73719,-94.25337
149631,common tansy,47.73717,-94.25102
149632,common tansy,47.73718,-94.24953
149633,common tansy,47.7372,-94.24564
149634,Canada thistle,47.73719,-94.24996
149635,common tansy,47.73721,-94.24115
149637,common tansy,47.73712,-94.23008
149638,common tansy,47.73711,-94.22918
149639,common tansy,47.73709,-94.22863
149646,Canada thistle,47.72466,-94.20293
149647,common tansy,47.73133,-94.1976
149648,Canada thistle,47.73133,-94.19756
149649,common tansy,47.73072,-94.19586
149650,common tansy,47.73043,-94.19421
149651,common tansy,47.7304,-94.19381
149652,common tansy,47.73036,-94.19238
149656,Canada thistle,47.72741,-94.17106
149657,Canada thistle,47.73021,-94.17946
149658,common tansy,47.7274,-94.17097
149660,common tansy,47.72693,-94.17014
149661,Canada thistle,47.72702,-94.17025
149662,Canada thistle,47.72628,-94.16873
149663,common tansy,47.72625,-94.16866
149664,Canada thistle,47.72419,-94.16462
149665,common tansy,47.72506,-94.16636
149666,common tansy,47.72568,-94.16759
149667,Canada thistle,47.72391,-94.16405
149668,common tansy,47.72285,-94.16315
149669,common tansy,47.72316,-94.16302
149670,Canada thistle,47.72302,-94.16223
149671,common tansy,47.72327,-94.16257
149672,Canada thistle,47.72327,-94.16257
149673,Canada thistle,47.72657,-94.16917
149674,Canada thistle,47.72356,-94.16315
149675,Canada thistle,47.72692,-94.16987
149676,Canada thistle,47.72808,-94.17214
149677,Canada thistle,47.72754,-94.17115
149678,common tansy,47.72871,-94.17314
149679,Canada thistle,47.72853,-94.17307
149680,common tansy,47.72896,-94.1728
149681,common tansy,47.73054,-94.1678
149682,common tansy,47.73062,-94.16804
149683,common tansy,47.73378,-94.16112
149684,Canada thistle,47.72958,-94.17519
149685,Canada thistle,47.72973,-94.17564
149686,common tansy,47.73008,-94.17058
149687,Canada thistle,47.73002,-94.17662
149688,common tansy,47.73011,-94.17693
149689,common tansy,47.73016,-94.17741
149690,Canada thistle,47.73016,-94.17741
149692,common tansy,47.73801,-94.18162
149693,common tansy,47.74629,-94.18058
149694,common tansy,47.7304,-94.18621
149695,common tansy,47.73462,-94.20441
149698,common tansy,47.73725,-94.2231
149705,common tansy,47.73721,-94.25358
149708,common tansy,47.73724,-94.26586
149709,Canada thistle,47.70126,-94.38618
149710,common tansy,47.69811,-94.36761
149711,Canada thistle,47.70131,-94.38676
149713,common tansy,47.69851,-94.36617
149717,common tansy,47.69781,-94.35674
149718,common tansy,47.69789,-94.36293
149719,common tansy,47.69852,-94.36512
149720,common tansy,47.69824,-94.35693
149721,common tansy,47.69364,-94.36314
149722,common tansy,47.68885,-94.35658
149724,common tansy,47.67702,-94.35342
149729,Canada thistle,47.67163,-94.34917
149730,common tansy,47.67162,-94.34915
149731,common tansy,47.67099,-94.34915
149733,common tansy,47.66306,-94.34898
149734,common tansy,47.66465,-94.34894
149735,common tansy,47.67131,-94.34905
149736,common tansy,47.67196,-94.34922
149737,common tansy,47.67106,-94.34905
149738,common tansy,47.6986,-94.36819
149739,common tansy,47.70085,-94.36948
149741,Canada thistle,47.69861,-94.36813
149747,Canada thistle,47.65895,-94.37731
149748,common tansy,47.65896,-94.38048
149749,common tansy,47.65896,-94.37549
149750,common tansy,47.65886,-94.36434
149751,common tansy,47.65879,-94.3587
149752,Japanese knotweed,46.83796,-92.00159
149753,Japanese knotweed,46.83761,-92.00272
149756,common tansy,47.65751,-94.80664
149757,common tansy,47.65441,-94.80733
149758,common tansy,47.65368,-94.80729
149759,common tansy,47.64957,-94.80833
149760,common tansy,47.65012,-94.80811
149761,Canada thistle,47.65199,-94.80822
149762,common tansy,47.64937,-94.80843
149763,common tansy,47.6398,-94.85397
149765,common tansy,47.64841,-94.85517
149766,common tansy,47.63911,-94.85329
149769,common tansy,47.60839,-94.84879
149773,common tansy,47.59058,-94.83966
149774,Canada thistle,47.59239,-94.81794
149775,common tansy,47.59129,-94.81245
149776,common tansy,47.59084,-94.80498
149777,common tansy,47.58704,-94.81002
149780,common tansy,47.60354,-94.81154
149781,common tansy,47.60404,-94.81177
149782,common tansy,47.60419,-94.81179
149783,common tansy,47.60511,-94.81193
149790,common tansy,47.64863,-94.80832
149791,Canada thistle,47.53114,-94.6366
149794,common tansy,47.5392,-94.59615
149795,common tansy,47.48192,-94.53569
149796,common tansy,47.53811,-94.59627
149797,Canada thistle,47.4836,-94.54088
149798,Canada thistle,47.48098,-94.52871
149799,common tansy,47.481,-94.52876
149800,common tansy,47.48059,-94.50755
149801,common tansy,47.48022,-94.50744
149802,common tansy,47.47984,-94.50746
149803,common tansy,47.47897,-94.50742
149804,common tansy,47.47467,-94.49907
149805,wild parsnip,47.48399,-94.49578
149806,common tansy,47.47801,-94.48026
149808,wild parsnip,47.48393,-94.50335
149809,wild chervil,44.94128,-93.44658
149810,greater celandine,45.00088,-93.12908
151299,"common buckthorn, European buckthorn",45.40043,-95.42176
151318,oriental bittersweet,44.12165,-92.02391
166167,oxeye daisy,47.59139,-91.21775
166168,common tansy,47.59158,-91.2177
166169,birdsfoot trefoil,47.59156,-91.21766
166170,orange hawkweed,47.59166,-91.21767
166171,orange hawkweed,47.4341,-91.35145
166172,bull thistle,47.59127,-91.21771
166173,oxeye daisy,47.43409,-91.35146
166174,birdsfoot trefoil,47.43356,-91.35109
166175,common tansy,47.46734,-91.45197
166176,bull thistle,47.46729,-91.45264
166177,orange hawkweed,47.46773,-91.45187
166178,birdsfoot trefoil,47.37979,-91.40568
166179,orange hawkweed,47.37996,-91.40571
166180,common tansy,47.37958,-91.4051
166181,oxeye daisy,47.37983,-91.40576
176255,Amur maple,44.87632,-92.79182
176256,Japanese knotweed,47.54365,-94.8718
176257,yellow sweet-clover,48.28103,-95.33149
176259,Canada thistle,48.28097,-95.33165
176290,Canada thistle,44.42467,-92.24417
176291,wild parsnip,44.42474,-92.24427
176292,wild parsnip,44.42258,-92.23849
176293,"common buckthorn, European buckthorn",44.42124,-92.23772
176294,bush honeysuckles (exotic),44.42093,-92.23734
176295,wild parsnip,44.41859,-92.23439
176296,wild parsnip,44.41474,-92.22906
176297,black locust,44.41476,-92.22903
176298,wild parsnip,44.40994,-92.22707
176299,wild parsnip,44.40349,-92.22613
176300,wild parsnip,44.40722,-92.22717
176301,wild parsnip,44.39279,-92.22894
176302,wild parsnip,44.39735,-92.22661
176303,Canada thistle,44.3951,-92.2276
176304,Canada thistle,44.4035,-92.22615
176305,Canada thistle,44.38992,-92.22945
176306,wild parsnip,44.39259,-92.2289
176312,wild parsnip,44.40336,-92.19704
176313,bush honeysuckles (exotic),44.4138,-92.24394
176314,wild parsnip,44.40815,-92.22044
176315,glossy buckthorn,44.42351,-92.23682
176316,Canada thistle,44.51485,-92.40105
176317,wild parsnip,44.40304,-92.19735
176318,Canada thistle,44.42356,-92.23812
176319,Canada thistle,44.42428,-92.24275
176320,wild parsnip,44.4236,-92.23875
176321,Siberian elm,44.4243,-92.24286
176334,wild parsnip,44.40306,-92.19122
176342,Canada thistle,44.40496,-92.18948
176343,"common buckthorn, European buckthorn",44.40497,-92.18951
176344,Canada thistle,44.4031,-92.19266
176345,"common buckthorn, European buckthorn",44.4031,-92.19267
176346,wild parsnip,44.40496,-92.19701
176347,wild parsnip,44.40666,-92.19703
176348,Canada thistle,44.40307,-92.19821
176355,Canada thistle,44.39724,-92.22645
176356,wild parsnip,44.4065,-92.22677
176357,wild parsnip,44.39975,-92.2265
176358,bush honeysuckles (exotic),44.40763,-92.22569
176359,wild parsnip,44.40821,-92.2173
176360,black locust,44.40763,-92.22568
176361,wild parsnip,44.40742,-92.22489
176362,wild parsnip,44.40826,-92.22185
176363,wild parsnip,44.40907,-92.22693
176364,glossy buckthorn,44.40806,-92.22659
176365,black locust,44.4076,-92.22522
176366,wild parsnip,44.41401,-92.22832
176367,glossy buckthorn,44.41899,-92.23501
176368,wild parsnip,44.4174,-92.23222
176369,wild parsnip,44.42364,-92.23487
176370,wild parsnip,44.42196,-92.23801
176372,glossy buckthorn,44.42378,-92.2317
176374,bush honeysuckles (exotic),44.42382,-92.23062
176375,"common buckthorn, European buckthorn",44.41899,-92.21441
176379,bush honeysuckles (exotic),44.41637,-92.1928
176380,"common buckthorn, European buckthorn",44.41528,-92.18825
176383,wild parsnip,44.41724,-92.2077
176384,wild parsnip,44.41566,-92.18971
176385,"common buckthorn, European buckthorn",44.42368,-92.22711
176389,wild parsnip,44.4239,-92.23276
176390,bush honeysuckles (exotic),44.42374,-92.22785
176391,wild parsnip,44.42377,-92.22784
176392,"common buckthorn, European buckthorn",44.42385,-92.23274
176393,bush honeysuckles (exotic),44.42441,-92.24281
176394,wild parsnip,44.42434,-92.24274
176395,garlic mustard,44.42432,-92.24274
176396,bush honeysuckles (exotic),44.42357,-92.2378
176397,"common buckthorn, European buckthorn",44.42428,-92.2429
176404,"common buckthorn, European buckthorn",44.41379,-92.24395
176405,wild parsnip,44.41377,-92.2439
176406,Siberian peashrub,44.41383,-92.24393
176407,wild parsnip,44.41346,-92.2431
176408,bush honeysuckles (exotic),44.41342,-92.24308
176417,Canada thistle,44.51464,-92.37541
176418,wild parsnip,44.515,-92.37718
176419,wild parsnip,44.5178,-92.39201
176420,wild parsnip,44.514,-92.37222
176421,wild parsnip,44.51651,-92.385
176422,wild parsnip,44.51872,-92.39748
176423,wild parsnip,44.5223,-92.40723
176424,wild parsnip,44.51975,-92.40253
176425,Canada thistle,44.53069,-92.41341
176426,wild parsnip,44.52641,-92.41037
