id_number,commonname,latitude,longitude
106563,emerald ash borer,45.02432,-93.17815
106564,emerald ash borer,45.02304,-93.17873
106565,emerald ash borer,45.03504,-93.18376
106566,emerald ash borer,45.034,-93.1841
106567,emerald ash borer,45.03378,-93.18372
106568,emerald ash borer,45.03448,-93.18484
106569,emerald ash borer,45.03441,-93.18483
106669,Japanese barberry,44.53561,-92.54176
106670,Japanese barberry,44.53431,-92.54434
123746,spotted knapweed,44.94238,-93.46273
140069,emerald ash borer,45.22484,-93.16753
140386,emerald ash borer,44.89858,-93.22019
140387,emerald ash borer,44.89833,-93.22021
140388,emerald ash borer,44.89832,-93.22038
140389,emerald ash borer,44.89843,-93.22048
140390,emerald ash borer,44.89869,-93.22039
140391,emerald ash borer,44.89881,-93.22037
140392,emerald ash borer,44.89888,-93.22035
140393,emerald ash borer,44.89897,-93.22038
140394,emerald ash borer,44.89894,-93.22049
140395,emerald ash borer,44.8991,-93.22048
140396,emerald ash borer,44.90005,-93.21803
140397,emerald ash borer,44.8999,-93.21762
140398,emerald ash borer,44.89991,-93.21744
140399,emerald ash borer,44.89998,-93.21733
140400,emerald ash borer,44.9,-93.21705
140401,emerald ash borer,44.9,-93.21683
140402,emerald ash borer,44.90042,-93.21736
145237,emerald ash borer,45.0216,-93.28512
145239,emerald ash borer,45.02212,-93.28697
145240,emerald ash borer,45.02231,-93.2872
145241,emerald ash borer,45.02225,-93.28753
145244,emerald ash borer,45.02245,-93.28716
152797,emerald ash borer,44.92323,-93.08645
152798,emerald ash borer,44.92337,-93.08644
152799,emerald ash borer,44.92348,-93.08645
152800,emerald ash borer,44.93183,-93.07503
152801,emerald ash borer,44.93174,-93.07476
152802,emerald ash borer,44.93167,-93.07456
152803,emerald ash borer,44.93163,-93.07443
152804,emerald ash borer,44.93158,-93.07427
152805,emerald ash borer,44.93152,-93.07411
152806,emerald ash borer,44.93147,-93.07395
152807,emerald ash borer,44.9314,-93.07374
152808,emerald ash borer,44.93134,-93.07357
152809,emerald ash borer,44.93147,-93.07358
152810,emerald ash borer,44.93152,-93.07373
152811,emerald ash borer,44.93163,-93.07407
152812,emerald ash borer,44.93169,-93.07423
152813,emerald ash borer,44.93174,-93.0744
152814,emerald ash borer,44.93116,-93.07302
152815,emerald ash borer,44.93113,-93.0729
152816,emerald ash borer,44.93108,-93.07276
152817,emerald ash borer,44.93103,-93.07263
152818,emerald ash borer,44.94514,-93.02211
152819,emerald ash borer,44.94622,-93.02195
152820,emerald ash borer,44.95687,-93.04791
152821,emerald ash borer,44.95703,-93.04807
152822,emerald ash borer,44.9571,-93.04833
152823,emerald ash borer,44.95728,-93.04852
152824,emerald ash borer,44.95741,-93.04864
152825,emerald ash borer,44.95755,-93.04879
152826,emerald ash borer,44.95778,-93.04903
152827,emerald ash borer,44.95787,-93.04892
152828,emerald ash borer,44.95804,-93.04929
152829,emerald ash borer,44.95813,-93.04938
152830,emerald ash borer,44.95821,-93.04947
152831,emerald ash borer,44.95833,-93.04939
152832,emerald ash borer,44.95823,-93.04928
152833,emerald ash borer,44.95814,-93.04919
152834,emerald ash borer,44.95843,-93.04968
152835,emerald ash borer,44.95867,-93.04993
152836,emerald ash borer,44.95875,-93.05002
152837,emerald ash borer,44.95885,-93.05011
152838,emerald ash borer,44.95894,-93.05021
152839,emerald ash borer,44.95902,-93.05028
152840,emerald ash borer,44.9591,-93.05036
152841,emerald ash borer,44.9592,-93.05047
152842,emerald ash borer,44.95934,-93.05061
152843,emerald ash borer,44.95938,-93.05045
152844,emerald ash borer,44.95921,-93.05028
152845,emerald ash borer,44.95918,-93.05025
152846,emerald ash borer,44.95913,-93.05019
152847,emerald ash borer,44.95895,-93.05002
152848,emerald ash borer,44.95882,-93.04988
152849,emerald ash borer,44.95875,-93.04981
152850,emerald ash borer,44.95868,-93.04974
152851,emerald ash borer,44.9596,-93.05087
152852,emerald ash borer,44.9597,-93.05097
152853,emerald ash borer,44.95985,-93.05113
152854,emerald ash borer,44.95994,-93.05123
152855,emerald ash borer,44.96002,-93.05131
152856,emerald ash borer,44.96012,-93.05141
152857,emerald ash borer,44.96024,-93.05152
152858,emerald ash borer,44.96017,-93.05125
152859,emerald ash borer,44.9601,-93.05118
152860,emerald ash borer,44.96005,-93.05113
152861,emerald ash borer,44.95992,-93.051
152862,emerald ash borer,44.95982,-93.05089
152863,emerald ash borer,44.96052,-93.05181
152864,emerald ash borer,44.96058,-93.05187
152865,emerald ash borer,44.96068,-93.05197
152866,emerald ash borer,44.96078,-93.05207
152867,emerald ash borer,44.96087,-93.05215
152868,emerald ash borer,44.96096,-93.05225
152869,emerald ash borer,44.96106,-93.05236
152870,emerald ash borer,44.96117,-93.05246
152871,emerald ash borer,44.96109,-93.05219
152872,emerald ash borer,44.96099,-93.05208
152873,emerald ash borer,44.96078,-93.05187
152874,emerald ash borer,44.96065,-93.05174
152875,emerald ash borer,44.96055,-93.05164
152876,emerald ash borer,44.9549,-93.06854
152877,emerald ash borer,44.95542,-93.06748
152878,emerald ash borer,44.95544,-93.06744
152879,emerald ash borer,44.95534,-93.07166
152880,emerald ash borer,44.95568,-93.07096
152881,emerald ash borer,44.95563,-93.0708
152882,emerald ash borer,44.95568,-93.07068
152883,emerald ash borer,44.95573,-93.07056
152884,emerald ash borer,44.95589,-93.07023
152885,emerald ash borer,44.95646,-93.06934
152886,emerald ash borer,44.9566,-93.06904
152887,emerald ash borer,44.95712,-93.06797
152888,emerald ash borer,44.95735,-93.06749
152889,emerald ash borer,44.95742,-93.06737
152890,emerald ash borer,44.95745,-93.06704
152891,emerald ash borer,44.95779,-93.06662
152892,emerald ash borer,44.95785,-93.06649
152893,emerald ash borer,44.95822,-93.06572
152894,emerald ash borer,44.95825,-93.0654
152895,emerald ash borer,44.95837,-93.06542
152896,emerald ash borer,44.95852,-93.06511
152897,emerald ash borer,44.95859,-93.06485
152898,emerald ash borer,44.95859,-93.06423
152899,emerald ash borer,44.95858,-93.06401
152900,emerald ash borer,44.95859,-93.06385
152901,emerald ash borer,44.95859,-93.06369
152902,emerald ash borer,44.95848,-93.06411
152903,emerald ash borer,44.95848,-93.0643
152904,emerald ash borer,44.95848,-93.06445
152905,emerald ash borer,44.95685,-93.07269
152906,emerald ash borer,44.95677,-93.07282
152907,emerald ash borer,44.95692,-93.07282
152908,emerald ash borer,44.95683,-93.073
152909,emerald ash borer,44.95675,-93.07316
152910,emerald ash borer,44.95653,-93.07364
152911,emerald ash borer,44.95863,-93.07448
152912,emerald ash borer,44.95869,-93.07454
152913,emerald ash borer,44.95874,-93.0746
152914,emerald ash borer,44.95879,-93.07465
152915,emerald ash borer,44.96116,-93.07088
152916,emerald ash borer,44.96127,-93.07041
152917,emerald ash borer,44.96127,-93.06979
152918,emerald ash borer,44.96127,-93.0697
152919,emerald ash borer,44.96128,-93.06964
152920,emerald ash borer,44.96127,-93.06947
152921,emerald ash borer,44.96128,-93.06856
152922,emerald ash borer,44.96117,-93.06819
152923,emerald ash borer,44.96117,-93.06885
152924,emerald ash borer,44.96117,-93.069
152925,emerald ash borer,44.96117,-93.06947
152926,emerald ash borer,44.96117,-93.06964
152927,emerald ash borer,44.96929,-93.07301
152928,emerald ash borer,44.96929,-93.07252
152929,emerald ash borer,44.9693,-93.07235
152930,emerald ash borer,44.9693,-93.07174
152931,emerald ash borer,44.9693,-93.07141
152932,emerald ash borer,44.9693,-93.07123
152933,emerald ash borer,44.96931,-93.07057
152934,emerald ash borer,44.96931,-93.07043
152935,emerald ash borer,44.96931,-93.07027
152936,emerald ash borer,44.96932,-93.0701
152937,emerald ash borer,44.96932,-93.06989
152938,emerald ash borer,44.96932,-93.06973
152939,emerald ash borer,44.96932,-93.06915
152940,emerald ash borer,44.96933,-93.06847
152941,emerald ash borer,44.96933,-93.06833
152942,emerald ash borer,44.96933,-93.0682
152943,emerald ash borer,44.96933,-93.06791
152944,emerald ash borer,44.96933,-93.06778
152945,emerald ash borer,44.96933,-93.06746
152946,emerald ash borer,44.96934,-93.06729
152947,emerald ash borer,44.96934,-93.06708
152948,emerald ash borer,44.96934,-93.06696
152949,emerald ash borer,44.96934,-93.06678
152950,emerald ash borer,44.96934,-93.06663
152951,emerald ash borer,44.96935,-93.06647
152952,emerald ash borer,44.96945,-93.06651
152953,emerald ash borer,44.96945,-93.06671
152954,emerald ash borer,44.96945,-93.06685
152955,emerald ash borer,44.96945,-93.06698
152956,emerald ash borer,44.96945,-93.06712
152957,emerald ash borer,44.96944,-93.06727
152958,emerald ash borer,44.96944,-93.06778
152959,emerald ash borer,44.96944,-93.06815
152960,emerald ash borer,44.96944,-93.0683
152961,emerald ash borer,44.96944,-93.06849
152962,emerald ash borer,44.96943,-93.06956
152963,emerald ash borer,44.96943,-93.06971
152964,emerald ash borer,44.96943,-93.06998
152965,emerald ash borer,44.96943,-93.07012
152966,emerald ash borer,44.96943,-93.07036
152967,emerald ash borer,44.96942,-93.07077
152968,emerald ash borer,44.96942,-93.07086
152969,emerald ash borer,44.96942,-93.07123
152970,emerald ash borer,44.96942,-93.07149
152971,emerald ash borer,44.96941,-93.07243
152972,emerald ash borer,44.96941,-93.07261
152973,emerald ash borer,44.96941,-93.0728
152974,emerald ash borer,44.97197,-93.0853
152975,emerald ash borer,44.97185,-93.08548
152976,emerald ash borer,44.97332,-93.09412
152977,emerald ash borer,44.97327,-93.09429
152978,emerald ash borer,44.97321,-93.09429
152979,emerald ash borer,44.97314,-93.09429
152980,emerald ash borer,44.97247,-93.09412
152981,emerald ash borer,44.97216,-93.09412
152982,emerald ash borer,44.968,-93.09411
152983,emerald ash borer,44.96773,-93.09411
152984,emerald ash borer,44.96764,-93.09411
152985,emerald ash borer,44.96731,-93.09411
152986,emerald ash borer,44.9791,-93.11338
152987,emerald ash borer,44.97911,-93.11307
152988,emerald ash borer,44.97952,-93.1111
152989,emerald ash borer,44.97961,-93.1111
152990,emerald ash borer,44.98092,-93.11121
152991,emerald ash borer,44.98104,-93.10923
152992,emerald ash borer,44.98885,-93.11863
152993,emerald ash borer,44.98863,-93.11863
152994,emerald ash borer,44.98773,-93.11846
152995,emerald ash borer,44.98763,-93.11847
152996,emerald ash borer,44.98749,-93.11846
152997,emerald ash borer,44.98722,-93.11847
152998,emerald ash borer,44.98711,-93.11848
152999,emerald ash borer,44.98699,-93.11848
153000,emerald ash borer,44.98688,-93.11848
153001,emerald ash borer,44.98665,-93.11848
153002,emerald ash borer,44.98676,-93.11848
153003,emerald ash borer,44.9865,-93.11848
153004,emerald ash borer,44.98796,-93.11592
153005,emerald ash borer,44.98633,-93.11494
153006,emerald ash borer,44.98633,-93.11508
153007,emerald ash borer,44.98633,-93.11518
153008,emerald ash borer,44.98633,-93.12508
153009,emerald ash borer,44.98633,-93.12456
153010,emerald ash borer,44.98633,-93.12447
153011,emerald ash borer,44.98633,-93.12419
153012,emerald ash borer,44.98633,-93.12397
153013,emerald ash borer,44.98632,-93.12381
153014,emerald ash borer,44.98633,-93.12331
153015,emerald ash borer,44.98633,-93.12313
153016,emerald ash borer,44.98633,-93.12287
153017,emerald ash borer,44.98633,-93.1227
153018,emerald ash borer,44.98633,-93.12254
153019,emerald ash borer,44.98633,-93.12212
153020,emerald ash borer,44.98633,-93.12191
153021,emerald ash borer,44.98633,-93.12176
153022,emerald ash borer,44.98633,-93.12158
153023,emerald ash borer,44.98633,-93.12142
153024,emerald ash borer,44.98633,-93.12126
153025,emerald ash borer,44.98632,-93.12021
153026,emerald ash borer,44.98632,-93.12004
153027,emerald ash borer,44.98632,-93.11969
153028,emerald ash borer,44.98632,-93.11949
153029,emerald ash borer,44.98633,-93.11921
153030,emerald ash borer,44.98632,-93.11882
153031,emerald ash borer,44.98633,-93.11835
153032,emerald ash borer,44.98633,-93.11821
153033,emerald ash borer,44.98634,-93.11784
153034,emerald ash borer,44.98634,-93.11762
153035,emerald ash borer,44.98634,-93.11743
153036,emerald ash borer,44.98618,-93.1174
153037,emerald ash borer,44.98604,-93.11739
153038,emerald ash borer,44.9859,-93.11739
153039,emerald ash borer,44.98575,-93.11739
153040,emerald ash borer,44.98562,-93.11738
153041,emerald ash borer,44.98547,-93.1174
153042,emerald ash borer,44.98534,-93.1174
153043,emerald ash borer,44.98506,-93.1174
153044,emerald ash borer,44.98469,-93.11739
153045,emerald ash borer,44.98464,-93.11767
153046,emerald ash borer,44.98464,-93.11844
153047,emerald ash borer,44.98469,-93.11851
153048,emerald ash borer,44.98482,-93.11851
153049,emerald ash borer,44.98497,-93.11851
153050,emerald ash borer,44.98501,-93.11851
153051,emerald ash borer,44.9851,-93.11851
153052,emerald ash borer,44.98522,-93.11851
153053,emerald ash borer,44.98529,-93.11851
153054,emerald ash borer,44.9854,-93.11851
153055,emerald ash borer,44.98552,-93.11851
153056,emerald ash borer,44.98566,-93.1185
153057,emerald ash borer,44.98575,-93.1185
153058,emerald ash borer,44.98598,-93.1185
153059,emerald ash borer,44.98607,-93.1185
153060,emerald ash borer,44.98617,-93.1185
153061,emerald ash borer,44.98627,-93.11849
153062,emerald ash borer,44.98613,-93.11865
153063,emerald ash borer,44.98582,-93.11866
153064,emerald ash borer,44.98569,-93.11866
153065,emerald ash borer,44.98554,-93.11866
153066,emerald ash borer,44.98545,-93.11867
153067,emerald ash borer,44.98527,-93.11866
153068,emerald ash borer,44.986,-93.11976
153069,emerald ash borer,44.98522,-93.11977
153070,emerald ash borer,44.98511,-93.11977
153071,emerald ash borer,44.98487,-93.11978
153072,emerald ash borer,44.98474,-93.11978
153073,emerald ash borer,44.98474,-93.11993
153074,emerald ash borer,44.98464,-93.1203
153075,emerald ash borer,44.98464,-93.12205
153076,emerald ash borer,44.98471,-93.12359
153077,emerald ash borer,44.98501,-93.12358
153078,emerald ash borer,44.98574,-93.12357
153079,emerald ash borer,44.986,-93.12357
153080,emerald ash borer,44.98568,-93.12372
153081,emerald ash borer,44.98583,-93.12372
153082,emerald ash borer,44.98592,-93.12372
153083,emerald ash borer,44.98607,-93.12371
153084,emerald ash borer,44.98617,-93.12371
153085,emerald ash borer,44.98269,-93.12592
153086,emerald ash borer,44.98272,-93.12386
153087,emerald ash borer,44.98371,-93.12376
153088,emerald ash borer,44.98326,-93.12361
153089,emerald ash borer,44.98288,-93.12362
153090,emerald ash borer,44.98283,-93.1235
153091,emerald ash borer,44.98283,-93.12331
153092,emerald ash borer,44.98273,-93.12318
153093,emerald ash borer,44.98272,-93.12275
153094,emerald ash borer,44.98272,-93.12259
153095,emerald ash borer,44.98283,-93.12292
153096,emerald ash borer,44.98283,-93.12277
153097,emerald ash borer,44.98283,-93.12259
153098,emerald ash borer,44.98289,-93.1225
153099,emerald ash borer,44.98312,-93.1225
153100,emerald ash borer,44.98324,-93.12251
153101,emerald ash borer,44.98334,-93.1225
153102,emerald ash borer,44.98357,-93.1225
153103,emerald ash borer,44.98369,-93.12249
153104,emerald ash borer,44.98381,-93.12249
153105,emerald ash borer,44.98394,-93.12248
153106,emerald ash borer,44.98407,-93.12248
153107,emerald ash borer,44.98419,-93.12248
153108,emerald ash borer,44.98432,-93.12248
153109,emerald ash borer,44.98443,-93.12248
153110,emerald ash borer,44.98418,-93.12233
153111,emerald ash borer,44.98429,-93.12231
153112,emerald ash borer,44.98403,-93.12233
153113,emerald ash borer,44.98388,-93.12234
153114,emerald ash borer,44.98372,-93.12234
153115,emerald ash borer,44.98358,-93.12234
153116,emerald ash borer,44.98347,-93.12234
153117,emerald ash borer,44.98309,-93.12235
153118,emerald ash borer,44.98299,-93.12235
153119,emerald ash borer,44.98288,-93.12235
153120,emerald ash borer,44.98283,-93.12209
153121,emerald ash borer,44.98283,-93.12196
153122,emerald ash borer,44.98283,-93.12179
153123,emerald ash borer,44.98283,-93.12164
153124,emerald ash borer,44.98283,-93.12147
153125,emerald ash borer,44.98283,-93.12132
153126,emerald ash borer,44.98273,-93.12166
153127,emerald ash borer,44.98273,-93.12148
153128,emerald ash borer,44.98443,-93.12121
153129,emerald ash borer,44.98425,-93.12121
153130,emerald ash borer,44.98414,-93.12121
153131,emerald ash borer,44.98397,-93.12121
153132,emerald ash borer,44.98376,-93.12122
153133,emerald ash borer,44.98326,-93.12122
153134,emerald ash borer,44.98434,-93.12106
153135,emerald ash borer,44.9842,-93.12106
153136,emerald ash borer,44.98403,-93.12106
153137,emerald ash borer,44.98386,-93.12106
153138,emerald ash borer,44.98373,-93.12106
153139,emerald ash borer,44.98341,-93.12107
153140,emerald ash borer,44.98322,-93.12107
153141,emerald ash borer,44.983,-93.12107
153142,emerald ash borer,44.98288,-93.12107
153143,emerald ash borer,44.98283,-93.12095
153144,emerald ash borer,44.98283,-93.12078
153145,emerald ash borer,44.98283,-93.12062
153146,emerald ash borer,44.98272,-93.1197
153147,emerald ash borer,44.98273,-93.11951
153148,emerald ash borer,44.98273,-93.11934
153149,emerald ash borer,44.98272,-93.11915
153150,emerald ash borer,44.98272,-93.11899
153151,emerald ash borer,44.98283,-93.11956
153152,emerald ash borer,44.98282,-93.11915
153153,emerald ash borer,44.98282,-93.11902
153154,emerald ash borer,44.98283,-93.11884
153155,emerald ash borer,44.98298,-93.11868
153156,emerald ash borer,44.98322,-93.11868
153157,emerald ash borer,44.98337,-93.11868
153158,emerald ash borer,44.98391,-93.11867
153159,emerald ash borer,44.98401,-93.11867
153160,emerald ash borer,44.98411,-93.11867
153161,emerald ash borer,44.98426,-93.11866
153162,emerald ash borer,44.98436,-93.11866
153163,emerald ash borer,44.98417,-93.11851
153164,emerald ash borer,44.98391,-93.11851
153165,emerald ash borer,44.9837,-93.1185
153166,emerald ash borer,44.98353,-93.11851
153167,emerald ash borer,44.98338,-93.11851
153168,emerald ash borer,44.98326,-93.11851
153169,emerald ash borer,44.98655,-93.14397
153170,emerald ash borer,44.98655,-93.14359
153171,emerald ash borer,44.98655,-93.14323
153172,emerald ash borer,44.98654,-93.14278
153173,emerald ash borer,44.98654,-93.14259
153174,emerald ash borer,44.98654,-93.14247
153175,emerald ash borer,44.98654,-93.14231
153176,emerald ash borer,44.98653,-93.14184
153177,emerald ash borer,44.98653,-93.14169
153178,emerald ash borer,44.98653,-93.14149
153179,emerald ash borer,44.98653,-93.14088
153180,emerald ash borer,44.98653,-93.14065
153181,emerald ash borer,44.98652,-93.13953
153182,emerald ash borer,44.98652,-93.13935
153183,emerald ash borer,44.98652,-93.13912
153184,emerald ash borer,44.98652,-93.13896
153185,emerald ash borer,44.98652,-93.13877
153186,emerald ash borer,44.98652,-93.13864
153187,emerald ash borer,44.98651,-93.13847
153188,emerald ash borer,44.98651,-93.1383
153189,emerald ash borer,44.98651,-93.13805
153190,emerald ash borer,44.9866,-93.13789
153191,emerald ash borer,44.98642,-93.13884
153192,emerald ash borer,44.98642,-93.13898
153193,emerald ash borer,44.98642,-93.13919
153194,emerald ash borer,44.98643,-93.1403
153195,emerald ash borer,44.98643,-93.14046
153196,emerald ash borer,44.98643,-93.14067
153197,emerald ash borer,44.98643,-93.14082
153198,emerald ash borer,44.98644,-93.14094
153199,emerald ash borer,44.98643,-93.14106
153200,emerald ash borer,44.98644,-93.14122
153201,emerald ash borer,44.98644,-93.14139
153202,emerald ash borer,44.98644,-93.14165
153203,emerald ash borer,44.98644,-93.1418
153204,emerald ash borer,44.98644,-93.142
153205,emerald ash borer,44.9881,-93.15058
153206,emerald ash borer,44.9911,-93.14628
153207,emerald ash borer,44.9911,-93.14608
153208,emerald ash borer,44.9911,-93.14593
153209,emerald ash borer,44.99108,-93.1454
153210,emerald ash borer,44.99108,-93.14527
153211,emerald ash borer,44.99108,-93.14479
153212,emerald ash borer,44.99107,-93.14452
153213,emerald ash borer,44.99098,-93.14464
153214,emerald ash borer,44.99098,-93.14517
153215,emerald ash borer,44.99099,-93.14579
153216,emerald ash borer,44.991,-93.14615
153217,emerald ash borer,44.991,-93.14631
153218,emerald ash borer,44.97435,-93.13149
153219,emerald ash borer,44.97421,-93.13149
153220,emerald ash borer,44.97405,-93.13149
153221,emerald ash borer,44.97392,-93.13149
153222,emerald ash borer,44.97443,-93.13132
153223,emerald ash borer,44.97425,-93.13132
153224,emerald ash borer,44.97384,-93.13105
153225,emerald ash borer,44.97384,-93.13072
153226,emerald ash borer,44.97384,-93.13051
153227,emerald ash borer,44.97383,-93.12975
153228,emerald ash borer,44.97383,-93.12912
153229,emerald ash borer,44.97382,-93.12858
153230,emerald ash borer,44.97382,-93.1282
153231,emerald ash borer,44.97382,-93.12801
153232,emerald ash borer,44.97382,-93.12779
153233,emerald ash borer,44.97371,-93.12754
153234,emerald ash borer,44.97371,-93.12714
153235,emerald ash borer,44.97516,-93.12646
153236,emerald ash borer,44.97502,-93.12646
153237,emerald ash borer,44.97488,-93.12646
153238,emerald ash borer,44.97473,-93.12646
153239,emerald ash borer,44.97458,-93.12593
153240,emerald ash borer,44.97459,-93.12515
153241,emerald ash borer,44.9746,-93.125
153242,emerald ash borer,44.97454,-93.12495
153243,emerald ash borer,44.9747,-93.12401
153244,emerald ash borer,44.9746,-93.12394
153245,emerald ash borer,44.97464,-93.12387
153246,emerald ash borer,44.97453,-93.12381
153247,emerald ash borer,44.97449,-93.12308
153248,emerald ash borer,44.9745,-93.12275
153249,emerald ash borer,44.97448,-93.12251
153250,emerald ash borer,44.97448,-93.12229
153251,emerald ash borer,44.97448,-93.12212
153252,emerald ash borer,44.97448,-93.12191
153253,emerald ash borer,44.97459,-93.12167
153254,emerald ash borer,44.97472,-93.12154
153255,emerald ash borer,44.97479,-93.12151
153256,emerald ash borer,44.97486,-93.12147
153257,emerald ash borer,44.9749,-93.12136
153258,emerald ash borer,44.97479,-93.12137
153259,emerald ash borer,44.97427,-93.12372
153260,emerald ash borer,44.97395,-93.12372
153261,emerald ash borer,44.97354,-93.12375
153262,emerald ash borer,44.97341,-93.12375
153263,emerald ash borer,44.97302,-93.12376
153264,emerald ash borer,44.97293,-93.12376
153265,emerald ash borer,44.97277,-93.12375
153266,emerald ash borer,44.97209,-93.12389
153267,emerald ash borer,44.97209,-93.12389
153268,emerald ash borer,44.97232,-93.12389
153269,emerald ash borer,44.97221,-93.12389
153270,emerald ash borer,44.97267,-93.12389
153271,emerald ash borer,44.97276,-93.12389
153272,emerald ash borer,44.97298,-93.12389
153273,emerald ash borer,44.9733,-93.1239
153274,emerald ash borer,44.97353,-93.1239
153275,emerald ash borer,44.97386,-93.12389
153276,emerald ash borer,44.97405,-93.12388
153277,emerald ash borer,44.97324,-93.12595
153278,emerald ash borer,44.97255,-93.12645
153279,emerald ash borer,44.97542,-93.15443
153280,emerald ash borer,44.97528,-93.15443
153281,emerald ash borer,44.97425,-93.15693
153282,emerald ash borer,44.97436,-93.15693
153283,emerald ash borer,44.97444,-93.15692
153284,emerald ash borer,44.97454,-93.15692
153285,emerald ash borer,44.97562,-93.15964
153286,emerald ash borer,44.97639,-93.16019
153287,emerald ash borer,44.9765,-93.16028
153288,emerald ash borer,44.97824,-93.16054
153289,emerald ash borer,44.97912,-93.16159
153290,emerald ash borer,44.97548,-93.16234
153291,emerald ash borer,44.97559,-93.16284
153292,emerald ash borer,44.97559,-93.16339
153293,emerald ash borer,44.97573,-93.16451
153294,emerald ash borer,44.97584,-93.16435
153295,emerald ash borer,44.97647,-93.16351
